key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
116,"",0,0,1,1,0,"f1i1/01",400,0,0,"The Black Shroud","Private Cottage - The Lavender Beds","Ground Floor",-1,0,"f1i1",True,False,False,0
117,"",0,0,2,1,0,"f1i2/01",400,0,0,"The Black Shroud","Private House - The Lavender Beds","Ground Floor",-1,0,"f1i2",True,False,False,0
118,"",0,0,1,1,0,"f1i2/02",400,0,0,"The Black Shroud","Private House - The Lavender Beds","Second Floor",-1,0,"f1i2",True,False,False,0
119,"",0,0,3,1,0,"f1i2/03",400,0,0,"The Black Shroud","Private House - The Lavender Beds","Cellarage",-1,0,"f1i2",True,False,False,0
120,"",0,0,2,1,0,"f1i3/01",400,0,0,"The Black Shroud","Private Mansion - The Lavender Beds","Ground Floor",-1,0,"f1i3",True,False,False,0
121,"",0,0,1,1,0,"f1i3/02",400,0,0,"The Black Shroud","Private Mansion - The Lavender Beds","Second Floor",-1,0,"f1i3",True,False,False,0
122,"",0,0,3,1,0,"f1i3/03",400,0,0,"The Black Shroud","Private Mansion - The Lavender Beds","Cellarage",-1,0,"f1i3",True,False,False,0
123,"",0,0,1,1,0,"w1i1/01",400,0,0,"Thanalan","Private Cottage - The Goblet","Ground Floor",-1,0,"w1i1",True,False,False,0
124,"",0,0,2,1,0,"w1i2/01",400,0,0,"Thanalan","Private House - The Goblet","Ground Floor",-1,0,"w1i2",True,False,False,0
125,"",0,0,1,1,0,"w1i2/02",400,0,0,"Thanalan","Private House - The Goblet","Second Floor",-1,0,"w1i2",True,False,False,0
126,"",0,0,3,1,0,"w1i2/03",400,0,0,"Thanalan","Private House - The Goblet","Cellarage",-1,0,"w1i2",True,False,False,0
127,"",0,0,2,1,0,"w1i3/01",400,0,0,"Thanalan","Private Mansion - The Goblet","Ground Floor",-1,0,"w1i3",True,False,False,0
128,"",0,0,1,1,0,"w1i3/02",400,0,0,"Thanalan","Private Mansion - The Goblet","Second Floor",-1,0,"w1i3",True,False,False,0
129,"",0,0,3,1,0,"w1i3/03",400,0,0,"Thanalan","Private Mansion - The Goblet","Cellarage",-1,0,"w1i3",True,False,False,0
130,"",1,15,2,1,96,"s1d4/02",200,0,0,"La Noscea","Pharos Sirius","Ground Floor",27,248,"s1d4",True,False,False,0
131,"",1,15,3,1,97,"s1d4/03",200,0,0,"La Noscea","Pharos Sirius","Second Floor",27,768,"s1d4",True,False,False,0
132,"",1,15,4,1,98,"s1d4/04",200,0,0,"La Noscea","Pharos Sirius","Third Floor",27,1024,"s1d4",True,False,False,0
133,"",1,15,5,1,99,"s1d4/05",200,0,0,"La Noscea","Pharos Sirius","Fourth Floor",27,2048,"s1d4",True,False,False,0
134,"",1,15,6,1,100,"s1d4/06",200,0,0,"La Noscea","Pharos Sirius","Fifth Floor",27,4096,"s1d4",True,False,False,0
135,"",5,4,2,1,111,"l1r1/02",200,0,0,"Mor Dhona","Labyrinth of the Ancients","Upper Labyrinth",30,49152,"l1r1",True,False,False,0
136,"",0,0,0,1,109,"l1e1/01",400,0,0,"Mor Dhona","The Rising Stones","",-1,0,"l1e1",True,True,False,0
137,"",2,13,2,1,18,"f1d4/01",200,0,0,"The Black Shroud","Haukke Manor (Hard)","Ground Floor",28,1922,"f1d4",True,False,False,0
138,"",2,13,1,1,17,"f1d4/02",200,0,0,"The Black Shroud","Haukke Manor (Hard)","Second Floor",28,124,"f1d4",True,False,False,0
139,"",2,13,3,1,19,"f1d4/03",200,0,0,"The Black Shroud","Haukke Manor (Hard)","Cellarage",28,63488,"f1d4",True,False,False,0
140,"",3,17,1,1,119,"w1d6/01",200,0,0,"Thanalan","Copperbell Mines (Hard)","Ground Level",29,6,"w1d6",True,False,False,0
141,"",3,17,2,1,120,"w1d6/02",200,0,0,"Thanalan","Copperbell Mines (Hard)","First Drop",29,1016,"w1d6",True,False,False,0
142,"",3,17,3,1,121,"w1d6/03",200,0,0,"Thanalan","Copperbell Mines (Hard)","B2",29,64512,"w1d6",True,False,False,0
143,"",0,0,0,1,0,"w1fb/00",400,0,0,"Thanalan","Porta Decumana","",-1,0,"w1fb",True,False,False,0
144,"",0,0,0,1,127,"r1fb/00",200,0,0,"Coerthas","Griffin Crossing","",-1,0,"r1fb",True,False,False,0
145,"",3,18,0,1,58,"w1d7/00",200,0,0,"Thanalan","Halatali (Hard)","",31,4094,"w1d7",True,False,False,0
146,"",1,16,0,1,101,"s1d6/00",200,0,0,"La Noscea","Brayflox's Longstop (Hard)","",32,2046,"s1d6",True,False,False,0
147,"",0,0,0,1,0,"o1fa/00",400,0,0,"La Noscea","The Whorleater","",-1,0,"o1fa",True,False,False,0
148,"",0,0,0,1,22,"f1b1/00",200,0,0,"The Black Shroud","Dalamud's Shadow","",34,126,"f1b1",True,False,False,0
149,"",0,0,1,1,23,"f1b2/01",200,0,0,"The Black Shroud","The Outer Coil","Incubation Bay",35,6,"f1b2",True,False,False,0
150,"",0,0,0,1,28,"f1b4/00",200,0,0,"The Black Shroud","The Holocharts","",-1,0,"f1b4",True,False,False,0
151,"",2,15,1,1,122,"f1d5/01",200,0,0,"The Black Shroud","The Lost City of Amdapor","Central Amdapor",33,510,"f1d5",True,False,False,0
152,"",2,15,2,1,123,"f1d5/02",200,0,0,"The Black Shroud","The Lost City of Amdapor","Sanctum of Dreams",33,7680,"f1d5",True,False,False,0
153,"",0,0,2,1,0,"s1i1/02",400,0,0,"La Noscea","Private Cottage - Mist","Cellarage",-1,0,"s1i1",True,False,False,0
154,"",0,0,2,1,0,"f1i1/02",400,0,0,"The Black Shroud","Private Cottage - The Lavender Beds","Cellarage",-1,0,"f1i1",True,False,False,0
155,"",0,0,2,1,0,"w1i1/02",400,0,0,"Thanalan","Private Cottage - The Goblet","Cellarage",-1,0,"w1i1",True,False,False,0
156,"",0,0,2,1,24,"f1b2/02",200,0,0,"The Black Shroud","The Outer Coil","Monitoring Station ",35,24,"f1b2",True,False,False,0
157,"",4,10,0,1,107,"r1d2/00",200,0,0,"Coerthas","The Stone Vigil (Hard)","",37,16382,"r1d2",True,False,False,0
158,"",5,5,1,1,112,"l1r2/01",200,0,0,"Mor Dhona","Syrcus Tower","First Lower Ring",38,2,"l1r2",True,False,False,0
159,"",5,5,2,1,113,"l1r2/02",200,0,0,"Mor Dhona","Syrcus Tower","Second Lower Ring",38,12,"l1r2",True,False,False,0
160,"",5,5,3,1,114,"l1r2/03",200,0,0,"Mor Dhona","Syrcus Tower","Third Lower Ring",38,48,"l1r2",True,False,False,0
161,"",5,5,4,1,115,"l1r2/04",200,0,0,"Mor Dhona","Syrcus Tower","First Central Ring",38,192,"l1r2",True,False,False,0
162,"",5,5,5,1,116,"l1r2/05",200,0,0,"Mor Dhona","Syrcus Tower","Second Central Ring",38,768,"l1r2",True,False,False,0
163,"",5,5,6,1,117,"l1r2/06",200,0,0,"Mor Dhona","Syrcus Tower","Third Central Ring",38,3072,"l1r2",True,False,False,0
164,"",5,5,7,1,118,"l1r2/07",200,0,0,"Mor Dhona","Syrcus Tower","Upper Ring",38,28672,"l1r2",True,False,False,0
165,"",2,16,0,1,9,"f1d6/00",300,0,0,"The Black Shroud","The Tam-Tara Deepcroft (Hard)","",39,16382,"f1d6",True,False,False,0
166,"",0,0,0,1,0,"f1fb/00",400,0,0,"The Black Shroud","The Striking Tree","",-1,0,"f1fb",True,False,False,0
167,"",0,0,0,1,124,"l1p1/00",100,0,0,"Mor Dhona","Carteneau Flats: Borderland Ruins","",-1,0,"l1p1",True,False,False,0
168,"",1,17,0,1,125,"s1d5/00",200,0,0,"La Noscea","Hullbreaker Isle","",40,8190,"s1d5",True,False,False,0
169,"",1,18,0,1,126,"s1d7/00",200,0,0,"La Noscea","Sastasha (Hard)","",42,1022,"s1d7",True,False,False,0
170,"",0,0,0,1,0,"s1i4/00",400,0,0,"La Noscea","Private Chambers - Mist","",-1,0,"s1i4",True,False,False,0
171,"",0,0,0,1,0,"f1i4/00",400,0,0,"The Black Shroud","Private Chambers - The Lavender Beds","",-1,0,"f1i4",True,False,False,0
172,"",0,0,0,1,0,"w1i4/00",400,0,0,"Thanalan","Private Chambers - The Goblet","",-1,0,"w1i4",True,False,False,0
173,"",0,0,0,1,0,"r1fc/00",400,0,0,"Coerthas","Akh Afah Amphitheatre","",-1,0,"r1fc",True,False,False,0
174,"",4,11,0,1,128,"r1d3/00",200,0,0,"Coerthas","Snowcloak","",41,2046,"r1d3_re",True,False,False,0
175,"",0,0,0,1,140,"w1b1/00",200,0,0,"Thanalan","IC-06 Central Decks","",45,126,"w1b1",True,False,False,0
176,"",0,0,0,1,141,"w1b2/00",200,0,0,"Thanalan","IC-06 Regeneration Grid","",46,126,"w1b2",True,False,False,0
177,"",0,0,0,1,142,"w1b3/00",200,0,0,"Thanalan","IC-06 Main Bridge","",-1,0,"w1b3",True,False,False,0
178,"",0,0,0,1,143,"w1b4/00",200,-448,0,"Thanalan","The Burning Heart","",-1,0,"w1b4",True,False,False,0
179,"",0,0,0,1,0,"r1e2/00",400,0,0,"Coerthas","Intercessory","",-1,0,"r1e2",True,True,False,0
180,"",0,0,0,1,0,"f1e6/00",200,0,0,"The Black Shroud","East Shroud","Sanctum of the Twelve",-1,0,"f1f2",True,True,False,0
181,"",0,0,0,1,0,"",100,0,0,"The Black Shroud","South Shroud","Dock Storehouse",-1,0,"s1f3",True,True,False,0
182,"",3,19,1,1,138,"w1d8/01",200,0,0,"Thanalan","The Sunken Temple of Qarn (Hard)","Inner Sanctum",43,65038,"w1d8",True,False,False,0
183,"",3,19,2,1,139,"w1d8/02",200,0,0,"Thanalan","The Sunken Temple of Qarn (Hard)","Lower Sanctum",43,496,"w1d8",True,False,False,0
184,"",5,6,1,1,130,"l1r3/00",200,0,0,"Mor Dhona","The World of Darkness","",47,2046,"l1r3",True,False,False,0
185,"",0,0,0,1,0,"default/00",100,0,0,"Mor Dhona","The Belly of the Beast","",-1,0,"l1r3",True,False,False,0
186,"",0,0,0,1,152,"r1fd/00",200,0,0,"Coerthas","Steps of Faith","",-1,0,"ec045",True,False,False,0
187,"",0,0,0,1,0,"default/00",100,0,0,"The Black Shroud","South Shroud","Urth's Fount",-1,0,"f1f3_battle",True,False,False,0
188,"",1,19,0,1,129,"s1d8/00",200,0,0,"La Noscea","The Wanderer's Palace (Hard)","",44,4094,"s1d8",True,False,False,0
189,"",2,17,1,1,149,"f1d7/01",200,0,0,"The Black Shroud","Amdapor Keep (Hard)","Ground Floor",48,62,"f1d7",True,False,False,0
190,"",2,17,2,1,150,"f1d7/02",200,0,0,"The Black Shroud","Amdapor Keep (Hard)","Third Floor",48,8128,"f1d7",True,False,False,0
191,"",2,17,3,1,151,"f1d7/03",200,0,0,"The Black Shroud","Amdapor Keep (Hard)","Cellar",48,57344,"f1d7",True,False,False,0
192,"",1,4,2,1,144,"s1h1/02",200,704,704,"La Noscea","Mist","Mist Subdivision",-1,0,"s1h1",True,False,False,0
193,"",2,4,2,1,145,"f1h1/02",200,704,704,"The Black Shroud","The Lavender Beds","The Lavender Beds Subdivision",-1,0,"f1h1",True,False,False,0
194,"",3,4,2,1,146,"w1h1/02",200,704,704,"Thanalan","The Goblet","The Goblet Subdivision",-1,0,"w1h1",True,False,False,0
195,"",0,0,0,1,0,"default/00",100,0,0,"Thanalan","Halatali","",-1,0,"w1d7_battle",True,False,False,0
196,"",3,5,1,1,147,"w1eb/00",400,0,0,"Thanalan","The Gold Saucer","The Gold Saucer",-1,0,"w1eb",True,False,False,0
197,"",3,5,2,1,148,"w1ed/00",400,0,0,"Thanalan","The Gold Saucer","Chocobo Square",-1,0,"w1ed",True,False,False,0
198,"",0,0,0,1,156,"s1fb/00",100,-472,-424,"???","Chocobo Square","",-1,0,"s1fb",True,False,False,0
199,"",0,0,0,1,157,"w1fc/01",100,0,0,"???","Chocobo Square","",-1,0,"w1fc",True,False,False,0
200,"",0,0,0,1,158,"f1fc/00",100,0,0,"???","Chocobo Square","",-1,0,"f1fc",True,False,False,0
